Fantome;Source (MeV);Angle (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne reelle (barns);Ecart type reel
ELIPSOIDE4;Flattop;225;0,00E+00;4,27E-02;9,46E-01;1,00E+00;9,95E-01;4,53E-02;1,25E-08;1,15E-08
ELIPSOIDE1;SILENENU4m;255;5,63E-02;0,00E+00;8,99E-01;1,00E+00;9,97E-01;8,91E-01;1,10E-07;6,97E-08
ELIPSOIDE1;SILENENU05m;225;0,00E+00;1,43E-01;9,54E-01;9,96E-01;1,00E+00;1,59E-01;1,94E-07;1,38E-07
ELIPSOIDE4;Flattop;15;1,00E+00;9,56E-01;9,59E-03;0,00E+00;7,43E-01;9,93E-01;1,51E-08;1,04E-08
ELIPSOIDE2;SILENENU05m;195;0,00E+00;9,54E-01;9,72E-01;9,96E-01;1,00E+00;2,71E-02;2,24E-07;1,42E-07
ELIPSOIDE1;CALIBAN3m;165;3,76E-02;9,59E-01;9,82E-01;1,00E+00;9,33E-01;0,00E+00;2,68E-07;1,56E-07
ELIPSOIDE2;SILENEPb4m;75;9,86E-01;1,00E+00;8,74E-01;3,29E-02;0,00E+00;8,43E-01;4,87E-08;3,28E-08
ELIPSOIDE1;Flattop;255;5,83E-02;0,00E+00;8,89E-01;9,72E-01;1,00E+00;9,19E-01;1,58E-08;9,79E-09
CYLINDRIQUE;CALIBAN3m;270;1,19E-01;0,00E+00;1,19E-01;1,00E+00;9,97E-01;9,92E-01;2,14E-07;1,71E-07
ELIPSOIDE3;SILENEPb4m;150;3,67E-02;9,99E-01;1,00E+00;9,85E-01;2,31E-01;0,00E+00;4,36E-08;3,54E-08
ELIPSOIDE2;Flattop;150;6,21E-02;9,82E-01;1,00E+00;9,80E-01;3,68E-01;0,00E+00;1,45E-08;1,02E-08
ELIPSOIDE2;Flattop;30;1,00E+00;9,78E-01;5,89E-02;0,00E+00;3,56E-01;9,72E-01;1,44E-08;1,02E-08
ELIPSOIDE1;SILENENU4m;105;8,61E-01;1,00E+00;9,39E-01;8,82E-01;0,00E+00;6,00E-02;1,10E-07;6,92E-08
CYLINDRIQUE;Flattop;135;5,53E-01;9,89E-01;1,00E+00;9,71E-01;4,93E-02;0,00E+00;1,46E-08;9,81E-09
ELIPSOIDE3;CALIBAN3m;135;7,41E-02;9,90E-01;1,00E+00;9,75E-01;6,96E-02;0,00E+00;2,05E-07;1,77E-07
ELIPSOIDE2;SILENEPb4m;330;9,81E-01;3,44E-01;0,00E+00;4,76E-02;9,84E-01;1,00E+00;4,55E-08;3,35E-08
ELIPSOIDE3;CALIBAN3m;345;9,75E-01;8,06E-01;0,00E+00;1,66E-02;9,33E-01;1,00E+00;2,52E-07;1,67E-07
CYLINDRIQUE;SILENENU05m;90;9,63E-01;1,00E+00;9,87E-01;1,15E-01;0,00E+00;1,19E-01;1,88E-07;1,52E-07
ELIPSOIDE1;Flattop;345;9,82E-01;8,96E-01;0,00E+00;4,11E-02;9,18E-01;1,00E+00;1,67E-08;9,59E-09
ELIPSOIDE3;SILENEPb4m;285;8,65E-01;0,00E+00;1,74E-02;8,67E-01;1,00E+00;9,99E-01;4,92E-08;3,39E-08
ELIPSOIDE2;CALIBAN025m;195;0,00E+00;9,69E-01;9,63E-01;1,00E+00;9,94E-01;3,05E-02;3,45E-07;2,15E-07
ELIPSOIDE3;Flattop;165;2,09E-02;9,82E-01;1,00E+00;9,94E-01;8,32E-01;0,00E+00;1,60E-08;1,06E-08
ELIPSOIDE1;Flattop;15;9,97E-01;9,48E-01;5,14E-02;0,00E+00;9,47E-01;1,00E+00;1,64E-08;9,36E-09
CYLINDRIQUE;SILENENU05m;255;3,95E-02;0,00E+00;5,04E-01;9,57E-01;9,86E-01;1,00E+00;2,02E-07;1,41E-07
ELIPSOIDE3;CALIBAN3m;195;0,00E+00;8,58E-01;9,96E-01;1,00E+00;9,59E-01;1,71E-02;2,49E-07;1,65E-07
ELIPSOIDE3;SILENENU05m;150;3,86E-02;9,73E-01;1,00E+00;9,81E-01;2,54E-01;0,00E+00;1,89E-07;1,50E-07
ELIPSOIDE4;SILENENU4m;120;5,78E-01;9,96E-01;1,00E+00;9,16E-01;4,23E-03;0,00E+00;1,00E-07;7,32E-08
ELIPSOIDE4;SILENENU05m;90;9,90E-01;1,00E+00;9,69E-01;4,32E-01;0,00E+00;4,43E-01;2,16E-07;1,26E-07
ELIPSOIDE4;CALIBAN3m;90;9,87E-01;1,00E+00;9,70E-01;4,31E-01;0,00E+00;4,48E-01;2,47E-07;1,44E-07
ELIPSOIDE2;SILENEPb4m;285;8,50E-01;0,00E+00;2,66E-02;8,32E-01;1,00E+00;9,66E-01;4,90E-08;3,31E-08
ELIPSOIDE4;Flattop;30;1,00E+00;9,75E-01;2,22E-02;0,00E+00;1,62E-01;9,97E-01;1,29E-08;1,11E-08
ELIPSOIDE2;Flattop;240;0,00E+00;2,69E-02;8,97E-01;1,00E+00;1,00E+00;7,46E-01;1,50E-08;9,90E-09
ELIPSOIDE4;Flattop;75;9,83E-01;1,00E+00;8,90E-01;1,25E-02;0,00E+00;8,81E-01;1,52E-08;1,06E-08
ELIPSOIDE2;SILENEPb4m;255;3,30E-02;0,00E+00;8,45E-01;9,77E-01;1,00E+00;8,74E-01;4,91E-08;3,30E-08
ELIPSOIDE2;Flattop;135;9,06E-02;1,00E+00;9,85E-01;9,66E-01;1,02E-01;0,00E+00;1,31E-08;1,05E-08
ELIPSOIDE3;SILENENU05m;60;9,86E-01;1,00E+00;7,18E-01;0,00E+00;1,13E-02;9,25E-01;2,07E-07;1,43E-07
ELIPSOIDE1;SILENEPb4m;315;9,92E-01;1,43E-01;0,00E+00;1,38E-01;9,57E-01;1,00E+00;4,45E-08;3,27E-08
ELIPSOIDE4;Flattop;255;1,24E-02;0,00E+00;8,78E-01;9,83E-01;1,00E+00;8,90E-01;1,52E-08;1,06E-08
CYLINDRIQUE;SILENEPb4m;180;3,90E-05;8,14E-01;9,96E-01;1,00E+00;8,06E-01;0,00E+00;4,81E-08;3,22E-08
CYLINDRIQUE;CALIBAN3m;360;1,00E+00;7,98E-01;1,82E-03;0,00E+00;8,22E-01;9,96E-01;2,39E-07;1,58E-07
ELIPSOIDE2;SILENENU05m;240;0,00E+00;1,83E-02;8,83E-01;1,00E+00;9,93E-01;7,70E-01;2,08E-07;1,39E-07
ELIPSOIDE3;SILENEPb4m;120;7,47E-01;1,00E+00;9,97E-01;9,52E-01;1,10E-02;0,00E+00;4,74E-08;3,28E-08
ELIPSOIDE3;CALIBAN025m;15;9,86E-01;9,55E-01;1,78E-02;0,00E+00;8,63E-01;1,00E+00;3,29E-07;2,15E-07
ELIPSOIDE3;Flattop;75;9,80E-01;1,00E+00;8,70E-01;2,55E-02;0,00E+00;8,68E-01;1,53E-08;1,04E-08
CYLINDRIQUE;CALIBAN3m;180;0,00E+00;8,19E-01;1,00E+00;9,98E-01;8,13E-01;1,56E-03;2,38E-07;1,57E-07
ELIPSOIDE2;SILENEPb4m;210;0,00E+00;3,33E-01;9,87E-01;1,00E+00;9,79E-01;5,18E-02;4,50E-08;3,33E-08
CYLINDRIQUE;CALIBAN3m;90;9,61E-01;1,00E+00;9,96E-01;1,11E-01;0,00E+00;1,07E-01;2,17E-07;1,75E-07
ELIPSOIDE4;SILENENU4m;60;9,97E-01;1,00E+00;5,84E-01;0,00E+00;6,61E-03;9,20E-01;9,94E-08;7,27E-08
ELIPSOIDE1;Flattop;270;6,00E-01;0,00E+00;6,08E-01;9,24E-01;1,00E+00;9,50E-01;1,71E-08;8,15E-09
CYLINDRIQUE;SILENENU4m;255;3,98E-02;0,00E+00;5,19E-01;9,64E-01;1,00E+00;9,94E-01;1,02E-07;7,06E-08
ELIPSOIDE2;SILENENU05m;45;9,97E-01;1,00E+00;1,11E-01;0,00E+00;9,17E-02;9,21E-01;1,84E-07;1,48E-07
ELIPSOIDE3;CALIBAN025m;195;0,00E+00;8,58E-01;1,00E+00;9,84E-01;9,56E-01;1,71E-02;3,29E-07;2,15E-07
CYLINDRIQUE;Flattop;105;9,84E-01;1,00E+00;9,81E-01;4,87E-01;0,00E+00;4,40E-02;1,49E-08;1,04E-08
ELIPSOIDE4;SILENEPb4m;330;9,93E-01;1,43E-01;0,00E+00;1,58E-02;9,75E-01;1,00E+00;4,09E-08;3,62E-08
CYLINDRIQUE;Flattop;360;1,00E+00;8,30E-01;1,52E-03;0,00E+00;8,14E-01;9,97E-01;1,52E-08;9,95E-09
ELIPSOIDE2;Flattop;270;5,78E-01;0,00E+00;5,78E-01;9,85E-01;1,00E+00;1,00E+00;1,67E-08;8,46E-09
CYLINDRIQUE;SILENEPb4m;15;1,00E+00;9,93E-01;3,84E-02;0,00E+00;6,82E-01;9,63E-01;4,88E-08;3,27E-08
ELIPSOIDE3;CALIBAN3m;240;0,00E+00;1,36E-02;9,50E-01;9,86E-01;1,00E+00;7,02E-01;2,36E-07;1,63E-07
CYLINDRIQUE;Flattop;90;9,68E-01;1,00E+00;9,72E-01;1,14E-01;0,00E+00;1,26E-01;1,37E-08;1,08E-08
CYLINDRIQUE;SILENENU05m;345;1,00E+00;6,69E-01;0,00E+00;3,93E-02;9,63E-01;9,90E-01;2,16E-07;1,44E-07
ELIPSOIDE2;SILENENU4m;45;1,00E+00;9,91E-01;1,05E-01;0,00E+00;9,38E-02;9,37E-01;9,22E-08;7,52E-08
ELIPSOIDE3;SILENEPb4m;300;9,52E-01;1,05E-02;0,00E+00;7,44E-01;1,00E+00;9,93E-01;4,75E-08;3,29E-08
ELIPSOIDE1;SILENENU05m;135;1,40E-01;9,51E-01;1,00E+00;9,93E-01;1,42E-01;0,00E+00;1,93E-07;1,38E-07
CYLINDRIQUE;SILENENU05m;45;9,83E-01;1,00E+00;4,98E-01;0,00E+00;4,19E-02;9,42E-01;2,07E-07;1,44E-07
ELIPSOIDE3;SILENENU05m;255;2,23E-02;0,00E+00;8,99E-01;9,96E-01;1,00E+00;9,00E-01;2,15E-07;1,46E-07
ELIPSOIDE4;SILENENU05m;300;9,16E-01;4,35E-03;0,00E+00;5,84E-01;9,96E-01;1,00E+00;1,99E-07;1,45E-07
ELIPSOIDE3;SILENENU4m;135;7,35E-02;1,00E+00;1,00E+00;9,87E-01;6,53E-02;0,00E+00;8,95E-08;7,81E-08
ELIPSOIDE3;Flattop;135;7,88E-02;9,91E-01;1,00E+00;9,86E-01;7,52E-02;0,00E+00;1,29E-08;1,11E-08
CYLINDRIQUE;Flattop;315;9,71E-01;4,90E-02;0,00E+00;5,53E-01;9,83E-01;1,00E+00;1,46E-08;9,79E-09
ELIPSOIDE2;CALIBAN3m;300;9,25E-01;1,88E-02;0,00E+00;7,58E-01;9,84E-01;1,00E+00;2,41E-07;1,59E-07
ELIPSOIDE1;CALIBAN025m;165;3,70E-02;9,12E-01;9,64E-01;1,00E+00;9,43E-01;0,00E+00;3,51E-07;2,02E-07
ELIPSOIDE2;CALIBAN3m;150;5,04E-02;9,58E-01;1,00E+00;9,53E-01;3,51E-01;0,00E+00;2,28E-07;1,64E-07
ELIPSOIDE3;SILENEPb4m;165;1,17E-02;9,79E-01;1,00E+00;9,91E-01;8,21E-01;0,00E+00;5,09E-08;3,44E-08
ELIPSOIDE3;SILENENU4m;210;0,00E+00;2,55E-01;9,89E-01;1,00E+00;9,71E-01;3,78E-02;9,50E-08;7,56E-08
CYLINDRIQUE;CALIBAN025m;270;1,23E-01;0,00E+00;1,23E-01;9,75E-01;9,93E-01;1,00E+00;2,87E-07;2,27E-07
ELIPSOIDE1;CALIBAN3m;300;9,52E-01;2,71E-02;0,00E+00;7,64E-01;9,83E-01;1,00E+00;2,49E-07;1,55E-07
ELIPSOIDE2;SILENENU4m;330;9,64E-01;3,46E-01;0,00E+00;5,54E-02;9,59E-01;1,00E+00;1,00E-07;7,25E-08
ELIPSOIDE1;Flattop;240;0,00E+00;2,88E-02;8,39E-01;1,00E+00;9,46E-01;7,82E-01;1,58E-08;9,70E-09
ELIPSOIDE2;CALIBAN025m;360;9,88E-01;7,47E-01;0,00E+00;3,01E-03;8,38E-01;1,00E+00;3,15E-07;1,99E-07
ELIPSOIDE4;Flattop;285;8,90E-01;0,00E+00;1,13E-02;8,70E-01;1,00E+00;9,87E-01;1,52E-08;1,06E-08
ELIPSOIDE2;SILENEPb4m;180;0,00E+00;8,20E-01;1,00E+00;9,94E-01;7,45E-01;1,38E-03;4,79E-08;3,14E-08
CYLINDRIQUE;Flattop;30;1,00E+00;9,50E-01;1,15E-01;0,00E+00;1,32E-01;9,65E-01;1,36E-08;1,07E-08
ELIPSOIDE4;CALIBAN3m;270;4,35E-01;0,00E+00;4,44E-01;9,87E-01;1,00E+00;9,83E-01;2,47E-07;1,44E-07
ELIPSOIDE1;SILENEPb4m;300;9,57E-01;2,68E-02;0,00E+00;7,53E-01;9,90E-01;1,00E+00;4,97E-08;3,17E-08
ELIPSOIDE3;CALIBAN3m;270;5,20E-01;0,00E+00;5,16E-01;9,79E-01;1,00E+00;9,86E-01;2,58E-07;1,39E-07
ELIPSOIDE2;CALIBAN025m;120;7,28E-01;9,81E-01;1,00E+00;9,43E-01;1,65E-02;0,00E+00;3,17E-07;2,09E-07
ELIPSOIDE1;SILENENU05m;195;0,00E+00;8,96E-01;9,29E-01;9,76E-01;1,00E+00;4,53E-02;2,28E-07;1,33E-07
ELIPSOIDE1;SILENEPb4m;60;1,00E+00;9,67E-01;8,03E-01;0,00E+00;2,75E-02;8,31E-01;5,01E-08;3,17E-08
ELIPSOIDE2;SILENENU4m;210;0,00E+00;3,45E-01;9,57E-01;1,00E+00;9,48E-01;5,24E-02;9,95E-08;7,22E-08
ELIPSOIDE4;SILENENU05m;240;0,00E+00;4,70E-03;9,22E-01;9,98E-01;1,00E+00;5,84E-01;1,97E-07;1,44E-07
ELIPSOIDE2;SILENEPb4m;270;5,60E-01;0,00E+00;5,51E-01;9,66E-01;9,99E-01;1,00E+00;5,31E-08;2,76E-08
ELIPSOIDE3;Flattop;210;0,00E+00;2,71E-01;9,82E-01;1,00E+00;9,66E-01;4,11E-02;1,35E-08;1,05E-08
ELIPSOIDE2;SILENENU4m;150;5,48E-02;9,54E-01;1,00E+00;9,63E-01;3,45E-01;0,00E+00;9,98E-08;7,25E-08
CYLINDRIQUE;CALIBAN025m;45;9,86E-01;1,00E+00;5,04E-01;0,00E+00;4,69E-02;9,48E-01;3,11E-07;2,12E-07
CYLINDRIQUE;SILENENU4m;105;9,68E-01;9,99E-01;1,00E+00;4,97E-01;0,00E+00;3,94E-02;1,02E-07;7,17E-08
CYLINDRIQUE;Flattop;225;0,00E+00;4,64E-02;9,88E-01;1,00E+00;9,89E-01;4,88E-01;1,50E-08;1,04E-08
ELIPSOIDE4;SILENENU4m;135;3,95E-02;9,91E-01;9,97E-01;1,00E+00;3,66E-02;0,00E+00;8,75E-08;8,16E-08
ELIPSOIDE1;SILENEPb4m;75;9,84E-01;1,00E+00;8,92E-01;4,74E-02;0,00E+00;8,94E-01;5,04E-08;3,23E-08
ELIPSOIDE1;SILENEPb4m;105;8,80E-01;1,00E+00;9,49E-01;8,88E-01;0,00E+00;5,83E-02;5,07E-08;3,23E-08
ELIPSOIDE4;SILENENU05m;330;9,91E-01;1,59E-01;0,00E+00;2,04E-02;9,77E-01;1,00E+00;1,79E-07;1,56E-07
ELIPSOIDE2;CALIBAN3m;330;9,58E-01;3,50E-01;0,00E+00;5,16E-02;9,57E-01;1,00E+00;2,28E-07;1,64E-07
ELIPSOIDE4;SILENEPb4m;180;0,00E+00;7,61E-01;9,94E-01;1,00E+00;8,12E-01;2,89E-03;4,65E-08;3,26E-08
CYLINDRIQUE;SILENENU4m;240;0,00E+00;8,84E-05;8,47E-01;1,00E+00;1,00E+00;8,66E-01;1,07E-07;7,04E-08
ELIPSOIDE2;SILENENU4m;180;2,55E-03;8,25E-01;1,00E+00;9,72E-01;7,22E-01;0,00E+00;1,04E-07;6,75E-08
ELIPSOIDE4;CALIBAN3m;15;1,00E+00;9,58E-01;8,63E-03;0,00E+00;7,44E-01;9,93E-01;2,41E-07;1,68E-07
ELIPSOIDE3;SILENENU4m;75;9,97E-01;1,00E+00;8,66E-01;2,17E-02;0,00E+00;8,85E-01;1,07E-07;7,31E-08
ELIPSOIDE2;SILENEPb4m;345;9,97E-01;8,93E-01;0,00E+00;1,73E-02;9,94E-01;1,00E+00;5,21E-08;3,38E-08
ELIPSOIDE1;Flattop;180;4,90E-03;7,44E-01;1,00E+00;9,80E-01;8,04E-01;0,00E+00;1,57E-08;9,14E-09
ELIPSOIDE1;CALIBAN3m;225;0,00E+00;1,42E-01;9,27E-01;1,00E+00;9,88E-01;1,55E-01;2,21E-07;1,56E-07
ELIPSOIDE1;CALIBAN3m;60;1,00E+00;9,37E-01;8,03E-01;0,00E+00;2,55E-02;8,09E-01;2,48E-07;1,53E-07
ELIPSOIDE4;CALIBAN025m;195;0,00E+00;7,49E-01;1,00E+00;1,00E+00;9,63E-01;1,17E-02;3,18E-07;2,21E-07
ELIPSOIDE4;SILENENU4m;360;1,00E+00;8,45E-01;0,00E+00;1,48E-03;7,98E-01;9,90E-01;1,03E-07;7,22E-08
ELIPSOIDE2;CALIBAN3m;165;2,19E-02;1,00E+00;1,00E+00;9,75E-01;8,99E-01;0,00E+00;2,61E-07;1,66E-07
ELIPSOIDE3;Flattop;45;1,00E+00;9,80E-01;7,89E-02;0,00E+00;7,50E-02;9,81E-01;1,30E-08;1,11E-08
CYLINDRIQUE;CALIBAN3m;120;8,42E-01;9,92E-01;1,00E+00;8,55E-01;3,00E-03;0,00E+00;2,42E-07;1,59E-07
ELIPSOIDE3;CALIBAN3m;255;2,16E-02;0,00E+00;8,93E-01;9,93E-01;1,00E+00;8,79E-01;2,44E-07;1,67E-07
ELIPSOIDE1;Flattop;165;4,02E-02;9,16E-01;1,00E+00;9,77E-01;8,94E-01;0,00E+00;1,67E-08;9,59E-09
CYLINDRIQUE;CALIBAN025m;75;9,57E-01;9,91E-01;1,00E+00;4,41E-02;0,00E+00;5,09E-01;3,07E-07;2,09E-07
CYLINDRIQUE;SILENENU4m;285;4,97E-01;0,00E+00;3,84E-02;9,68E-01;1,00E+00;1,00E+00;1,02E-07;7,18E-08
ELIPSOIDE1;CALIBAN3m;105;8,86E-01;1,00E+00;9,42E-01;9,04E-01;0,00E+00;6,22E-02;2,55E-07;1,59E-07
ELIPSOIDE1;SILENEPb4m;240;0,00E+00;2,52E-02;8,30E-01;1,00E+00;9,58E-01;7,96E-01;5,01E-08;3,17E-08
ELIPSOIDE3;CALIBAN025m;90;9,81E-01;1,00E+00;9,89E-01;5,27E-01;0,00E+00;5,26E-01;3,42E-07;1,83E-07
CYLINDRIQUE;SILENENU4m;345;9,84E-01;6,68E-01;0,00E+00;3,23E-02;9,62E-01;1,00E+00;1,08E-07;7,23E-08
ELIPSOIDE2;SILENENU05m;120;7,38E-01;1,00E+00;9,93E-01;9,49E-01;2,17E-02;0,00E+00;2,08E-07;1,39E-07
ELIPSOIDE4;SILENEPb4m;165;8,32E-03;9,63E-01;1,00E+00;9,97E-01;7,26E-01;0,00E+00;4,85E-08;3,41E-08
ELIPSOIDE2;SILENENU4m;15;9,98E-01;1,00E+00;3,00E-02;0,00E+00;9,58E-01;9,70E-01;1,13E-07;7,20E-08
ELIPSOIDE3;CALIBAN3m;60;9,80E-01;1,00E+00;7,11E-01;0,00E+00;1,41E-02;9,48E-01;2,36E-07;1,63E-07
ELIPSOIDE2;SILENENU05m;15;9,96E-01;1,00E+00;2,77E-02;0,00E+00;9,54E-01;9,73E-01;2,25E-07;1,42E-07
ELIPSOIDE4;SILENENU05m;360;1,00E+00;8,43E-01;3,71E-04;0,00E+00;8,18E-01;9,76E-01;2,07E-07;1,44E-07
ELIPSOIDE2;Flattop;75;9,86E-01;1,00E+00;8,90E-01;3,79E-02;0,00E+00;8,65E-01;1,53E-08;1,01E-08
ELIPSOIDE2;SILENENU4m;30;1,00E+00;9,81E-01;5,31E-02;0,00E+00;3,55E-01;9,95E-01;9,90E-08;7,18E-08
ELIPSOIDE1;CALIBAN3m;210;0,00E+00;4,76E-01;9,19E-01;1,00E+00;9,87E-01;8,03E-02;2,42E-07;1,52E-07
ELIPSOIDE2;SILENEPb4m;195;0,00E+00;9,18E-01;9,57E-01;1,00E+00;9,84E-01;2,92E-02;5,14E-08;3,30E-08
CYLINDRIQUE;SILENEPb4m;120;8,20E-01;9,93E-01;1,00E+00;8,39E-01;0,00E+00;2,54E-04;4,84E-08;3,23E-08
ELIPSOIDE4;SILENEPb4m;255;7,50E-03;0,00E+00;8,63E-01;9,79E-01;1,00E+00;8,65E-01;4,84E-08;3,39E-08
CYLINDRIQUE;Flattop;285;4,89E-01;0,00E+00;4,36E-02;9,82E-01;1,00E+00;9,73E-01;1,50E-08;1,04E-08
CYLINDRIQUE;SILENENU4m;45;9,95E-01;1,00E+00;4,99E-01;0,00E+00;3,63E-02;9,27E-01;1,03E-07;7,20E-08
ELIPSOIDE3;CALIBAN3m;285;8,55E-01;0,00E+00;2,17E-02;8,79E-01;1,00E+00;9,83E-01;2,47E-07;1,69E-07
ELIPSOIDE3;SILENENU05m;240;0,00E+00;1,15E-02;9,26E-01;9,89E-01;1,00E+00;7,21E-01;2,07E-07;1,43E-07
ELIPSOIDE1;SILENENU4m;195;0,00E+00;9,03E-01;9,24E-01;9,62E-01;1,00E+00;2,92E-02;1,15E-07;6,76E-08
ELIPSOIDE4;SILENENU4m;195;0,00E+00;7,35E-01;1,00E+00;1,00E+00;9,56E-01;8,38E-03;1,06E-07;7,40E-08
ELIPSOIDE2;SILENEPb4m;30;1,00E+00;9,61E-01;5,22E-02;0,00E+00;3,35E-01;9,85E-01;4,54E-08;3,36E-08
ELIPSOIDE1;SILENEPb4m;120;7,64E-01;9,94E-01;1,00E+00;9,58E-01;2,96E-02;0,00E+00;5,03E-08;3,21E-08
CYLINDRIQUE;SILENENU05m;105;9,49E-01;9,89E-01;1,00E+00;4,99E-01;0,00E+00;3,91E-02;2,06E-07;1,44E-07
ELIPSOIDE1;CALIBAN3m;285;9,04E-01;0,00E+00;6,05E-02;8,91E-01;1,00E+00;9,46E-01;2,55E-07;1,59E-07
ELIPSOIDE3;SILENENU05m;345;1,00E+00;8,18E-01;0,00E+00;1,91E-02;9,51E-01;9,98E-01;2,18E-07;1,45E-07
CYLINDRIQUE;CALIBAN025m;165;4,44E-02;9,71E-01;9,92E-01;1,00E+00;6,76E-01;0,00E+00;3,26E-07;2,14E-07
ELIPSOIDE4;Flattop;330;9,92E-01;1,63E-01;0,00E+00;2,09E-02;9,75E-01;1,00E+00;1,29E-08;1,12E-08
ELIPSOIDE1;SILENENU4m;165;4,20E-02;9,36E-01;9,70E-01;1,00E+00;9,62E-01;0,00E+00;1,17E-07;6,90E-08
CYLINDRIQUE;SILENEPb4m;210;0,00E+00;1,11E-01;9,77E-01;1,00E+00;9,68E-01;1,05E-01;4,29E-08;3,51E-08
ELIPSOIDE1;Flattop;105;8,85E-01;1,00E+00;9,63E-01;9,24E-01;0,00E+00;7,26E-02;1,61E-08;9,91E-09
ELIPSOIDE2;SILENENU05m;225;0,00E+00;9,40E-02;9,27E-01;1,00E+00;9,80E-01;1,08E-01;1,82E-07;1,47E-07
CYLINDRIQUE;SILENENU05m;330;9,82E-01;1,23E-01;0,00E+00;1,19E-01;9,53E-01;1,00E+00;1,88E-07;1,51E-07
ELIPSOIDE4;CALIBAN025m;330;9,94E-01;1,69E-01;0,00E+00;2,22E-02;9,78E-01;1,00E+00;2,72E-07;2,34E-07
ELIPSOIDE2;CALIBAN025m;225;0,00E+00;1,06E-01;9,50E-01;1,00E+00;9,90E-01;1,15E-01;2,78E-07;2,20E-07
ELIPSOIDE1;SILENENU05m;240;0,00E+00;2,82E-02;8,52E-01;1,00E+00;9,94E-01;8,30E-01;2,18E-07;1,35E-07
ELIPSOIDE1;CALIBAN025m;210;0,00E+00;5,00E-01;9,41E-01;1,00E+00;9,73E-01;9,16E-02;3,23E-07;1,96E-07
ELIPSOIDE3;CALIBAN025m;120;7,49E-01;1,00E+00;9,96E-01;9,75E-01;1,11E-02;0,00E+00;3,15E-07;2,15E-07
ELIPSOIDE2;SILENENU05m;105;8,49E-01;1,00E+00;9,78E-01;8,71E-01;0,00E+00;3,32E-02;2,12E-07;1,42E-07
ELIPSOIDE4;SILENENU05m;150;2,05E-02;9,78E-01;1,00E+00;9,90E-01;1,59E-01;0,00E+00;1,79E-07;1,56E-07
ELIPSOIDE1;CALIBAN3m;90;9,00E-01;1,00E+00;9,37E-01;6,00E-01;0,00E+00;5,86E-01;2,69E-07;1,29E-07
ELIPSOIDE3;CALIBAN3m;165;1,56E-02;9,35E-01;1,00E+00;9,76E-01;8,02E-01;0,00E+00;2,51E-07;1,68E-07
ELIPSOIDE4;CALIBAN3m;345;9,83E-01;7,28E-01;0,00E+00;1,08E-02;9,52E-01;1,00E+00;2,44E-07;1,70E-07
ELIPSOIDE4;SILENENU05m;45;1,00E+00;9,94E-01;4,26E-02;0,00E+00;3,70E-02;9,62E-01;1,73E-07;1,61E-07
ELIPSOIDE3;CALIBAN025m;180;9,58E-04;8,10E-01;1,00E+00;9,82E-01;8,26E-01;0,00E+00;3,15E-07;2,08E-07
ELIPSOIDE4;CALIBAN3m;180;0,00E+00;7,94E-01;9,97E-01;1,00E+00;8,42E-01;4,04E-04;2,34E-07;1,62E-07
ELIPSOIDE2;SILENENU4m;300;9,29E-01;2,00E-02;0,00E+00;7,56E-01;1,00E+00;9,97E-01;1,06E-07;7,09E-08
CYLINDRIQUE;SILENENU05m;225;0,00E+00;4,14E-02;9,44E-01;9,87E-01;1,00E+00;4,97E-01;2,07E-07;1,44E-07
CYLINDRIQUE;CALIBAN3m;105;9,57E-01;1,00E+00;9,83E-01;4,93E-01;0,00E+00;4,25E-02;2,35E-07;1,63E-07
ELIPSOIDE1;CALIBAN025m;120;7,83E-01;9,66E-01;1,00E+00;9,29E-01;3,79E-02;0,00E+00;3,31E-07;2,03E-07
ELIPSOIDE2;CALIBAN3m;360;9,84E-01;7,36E-01;1,62E-03;0,00E+00;8,31E-01;1,00E+00;2,39E-07;1,53E-07
ELIPSOIDE1;SILENENU4m;345;1,00E+00;9,35E-01;0,00E+00;4,39E-02;9,42E-01;9,70E-01;1,17E-07;6,90E-08
ELIPSOIDE2;Flattop;345;9,89E-01;8,84E-01;0,00E+00;2,77E-02;9,64E-01;1,00E+00;1,64E-08;1,03E-08
ELIPSOIDE1;CALIBAN025m;270;6,28E-01;0,00E+00;5,90E-01;9,13E-01;1,00E+00;9,49E-01;3,55E-07;1,69E-07
CYLINDRIQUE;SILENEPb4m;345;9,62E-01;6,54E-01;0,00E+00;3,08E-02;9,77E-01;1,00E+00;4,96E-08;3,38E-08
CYLINDRIQUE;SILENEPb4m;30;1,00E+00;9,70E-01;1,05E-01;0,00E+00;1,12E-01;9,74E-01;4,29E-08;3,51E-08
ELIPSOIDE3;CALIBAN025m;345;9,96E-01;8,23E-01;0,00E+00;1,79E-02;9,58E-01;1,00E+00;3,32E-07;2,19E-07
ELIPSOIDE2;CALIBAN3m;225;0,00E+00;9,85E-02;9,45E-01;1,00E+00;9,74E-01;1,06E-01;2,09E-07;1,69E-07
ELIPSOIDE3;CALIBAN025m;135;8,17E-02;1,00E+00;9,88E-01;9,60E-01;7,34E-02;0,00E+00;2,71E-07;2,32E-07
ELIPSOIDE4;CALIBAN025m;360;1,00E+00;8,40E-01;1,06E-03;0,00E+00;8,23E-01;9,90E-01;3,12E-07;2,15E-07
